temperature_c,gas_raw,water_level_cm,acceleration_x_ms2,acceleration_y_ms2,acceleration_z_ms2,sos,risk_level,scenario
22.4,100.0,18.8,-0.06,0.03,9.88,False,LOW,flood
22.2,104.0,18.4,0.04,0.34,9.8,False,LOW,flood
22.4,100.0,18.2,0.23,0.14,9.79,False,LOW,flood
22.4,104.0,19.0,-0.49,-0.24,9.82,False,LOW,flood
22.4,100.0,18.7,-0.19,-0.03,9.71,False,LOW,flood
22.2,100.0,19.1,-0.04,0.33,10.2,False,LOW,flood
22.9,100.0,18.2,0.02,0.09,9.72,False,LOW,flood
23.2,106.0,19.0,0.25,-0.27,9.6,False,LOW,flood
22.9,117.0,18.7,-0.01,-0.1,10.11,False,LOW,flood
22.7,122.0,18.1,-0.01,-0.35,9.77,False,LOW,flood
22.6,119.0,17.7,0.03,-0.37,9.82,False,LOW,flood
23.1,116.0,19.1,0.06,-0.11,9.88,False,LOW,flood
23.2,123.0,18.5,-0.06,0.19,9.79,False,LOW,flood
23.2,121.0,18.5,0.5,-0.05,9.71,False,LOW,flood
23.4,122.0,20.1,0.07,-0.15,10.0,False,LOW,flood
24.0,121.0,18.9,-0.34,0.43,10.15,False,LOW,flood
24.3,125.0,19.4,0.13,0.16,9.93,False,LOW,flood
24.9,130.0,19.4,-0.09,-0.04,9.84,False,LOW,flood
24.9,125.0,20.0,-0.24,-0.27,10.26,False,LOW,flood
25.2,130.0,19.7,0.22,-0.11,9.38,False,LOW,flood
25.3,138.0,20.1,-0.03,0.11,9.4,False,LOW,flood
25.2,145.0,20.3,-0.17,-0.17,9.81,False,LOW,flood
25.0,147.0,20.4,-0.4,-0.08,9.57,False,LOW,flood
24.8,152.0,19.1,-0.32,0.2,9.59,False,LOW,flood
25.2,152.0,21.0,-0.13,-0.09,9.49,False,LOW,flood
25.1,151.0,20.0,0.07,0.1,10.01,False,LOW,flood
25.0,152.0,19.7,0.27,0.16,10.11,False,LOW,flood
24.6,153.0,19.5,-0.05,0.16,9.58,False,LOW,flood
24.3,150.0,20.4,0.13,-0.13,9.75,False,LOW,flood
24.9,151.0,20.5,0.02,0.19,9.7,False,LOW,flood
25.6,155.0,20.4,-0.35,-0.15,9.97,False,LOW,flood
25.3,153.0,20.4,0.33,-0.07,9.9,False,LOW,flood
25.2,152.0,20.7,0.04,-0.34,9.76,False,LOW,flood
25.6,159.0,21.6,0.35,-0.05,9.55,False,LOW,flood
25.8,164.0,21.2,0.02,0.03,9.83,False,LOW,flood
26.1,165.0,22.0,0.09,-0.11,9.62,False,LOW,flood
25.8,166.0,21.1,0.07,0.05,9.76,False,LOW,flood
24.9,169.0,21.7,0.4,-0.06,10.18,False,LOW,flood
25.0,166.0,21.2,0.21,-0.15,9.65,False,LOW,flood
25.1,163.0,21.9,0.19,-0.28,9.79,False,LOW,flood
25.3,164.0,21.9,-0.23,0.13,10.11,False,LOW,flood
25.1,165.0,21.2,-0.05,-0.2,9.78,False,LOW,flood
25.8,164.0,21.3,-0.13,-0.17,9.65,False,LOW,flood
26.2,168.0,20.8,0.09,0.39,9.76,False,LOW,flood
25.9,166.0,21.8,0.11,0.0,10.0,False,LOW,flood
25.9,170.0,21.8,0.08,0.05,9.77,False,LOW,flood
25.8,170.0,21.2,-0.09,-0.11,9.75,False,LOW,flood
25.6,173.0,21.6,-0.1,-0.11,9.32,False,LOW,flood
26.1,179.0,21.7,-0.17,0.04,9.9,False,LOW,flood
26.5,186.0,22.4,0.02,-0.1,9.6,False,LOW,flood
26.3,188.0,22.4,-0.19,-0.01,9.66,False,LOW,flood
26.8,193.0,21.6,-0.07,0.06,9.61,False,LOW,flood
26.5,193.0,21.9,0.28,0.19,9.63,False,LOW,flood
26.3,200.0,22.0,-0.15,-0.36,9.84,False,LOW,flood
27.1,203.0,21.8,0.01,0.31,9.58,False,LOW,flood
27.6,197.0,23.1,-0.01,-0.14,9.65,False,LOW,flood
27.2,200.0,22.5,0.09,-0.13,10.08,False,LOW,flood
27.3,199.0,22.1,-0.15,0.32,9.44,False,LOW,flood
27.4,207.0,22.7,-0.37,-0.18,9.98,False,LOW,flood
27.2,198.0,23.0,-0.13,-0.23,9.8,False,LOW,flood
26.9,194.0,23.7,0.16,-0.01,9.76,False,LOW,flood
27.4,201.0,23.0,0.46,-0.45,9.99,False,LOW,flood
27.4,205.0,23.1,-0.12,0.02,9.58,False,LOW,flood
27.5,215.0,24.1,-0.33,0.08,9.77,False,LOW,flood
27.4,213.0,24.0,0.1,-0.32,10.05,False,LOW,flood
27.6,215.0,24.4,-0.28,-0.29,9.68,False,LOW,flood
28.0,216.0,23.4,-0.1,0.02,10.02,False,LOW,flood
27.7,208.0,23.4,0.04,0.35,9.61,False,LOW,flood
27.6,213.0,23.6,-0.23,-0.2,9.75,False,LOW,flood
27.7,210.0,24.3,-0.13,0.07,9.65,False,LOW,flood
28.0,210.0,23.7,0.09,-0.17,9.91,False,LOW,flood
27.9,216.0,24.2,-0.22,-0.24,9.89,False,LOW,flood
27.7,215.0,23.6,-0.2,0.09,10.0,False,LOW,flood
27.3,223.0,24.4,-0.01,-0.29,9.73,False,LOW,flood
27.2,224.0,24.3,-0.31,-0.14,9.87,False,LOW,flood
27.5,220.0,24.0,0.03,-0.07,9.71,False,LOW,flood
27.6,217.0,24.1,0.37,0.07,9.85,False,LOW,flood
27.4,233.0,24.1,0.03,0.09,9.61,False,LOW,flood
27.1,236.0,24.6,0.09,-0.14,9.76,False,LOW,flood
26.9,235.0,24.4,0.03,-0.07,9.81,False,LOW,flood
27.1,233.0,25.0,0.45,-0.07,9.75,False,MEDIUM,flood
27.1,235.0,25.3,0.13,-0.03,9.69,False,MEDIUM,flood
27.1,232.0,25.3,-0.02,0.15,9.3,False,MEDIUM,flood
26.8,246.0,24.9,0.05,0.35,9.53,False,LOW,flood
26.8,246.0,25.7,-0.04,-0.14,9.93,False,MEDIUM,flood
26.7,244.0,25.3,-0.11,-0.21,9.87,False,MEDIUM,flood
26.6,245.0,25.4,-0.17,0.06,9.97,False,MEDIUM,flood
27.2,244.0,24.1,-0.18,-0.24,10.02,False,LOW,flood
27.5,247.0,24.6,-0.09,0.5,9.9,False,LOW,flood
27.8,249.0,25.1,-0.28,0.16,9.48,False,MEDIUM,flood
27.7,244.0,26.0,0.08,0.22,9.58,False,MEDIUM,flood
27.7,245.0,26.0,0.16,0.24,10.03,False,MEDIUM,flood
27.6,246.0,25.6,0.21,-0.4,9.61,False,MEDIUM,flood
27.7,242.0,25.6,-0.2,-0.35,9.88,False,MEDIUM,flood
28.0,232.0,25.3,0.2,-0.31,9.79,False,MEDIUM,flood
28.3,233.0,26.9,-0.06,0.1,9.86,False,MEDIUM,flood
28.6,226.0,26.6,-0.03,-0.2,9.82,False,MEDIUM,flood
28.6,227.0,25.5,0.19,0.05,9.82,False,MEDIUM,flood
28.8,228.0,25.8,-0.08,-0.12,9.89,False,MEDIUM,flood
29.2,229.0,25.9,0.19,0.2,9.54,False,MEDIUM,flood
28.9,228.0,25.9,-0.15,-0.16,9.99,False,MEDIUM,flood
29.3,222.0,27.0,0.15,-0.1,9.74,False,MEDIUM,flood
29.1,221.0,27.2,0.02,0.08,9.71,False,MEDIUM,flood
29.4,214.0,26.8,-0.09,0.02,9.89,False,MEDIUM,flood
29.0,208.0,27.1,-0.23,0.15,9.57,False,MEDIUM,flood
29.6,203.0,26.0,0.4,0.5,9.89,False,MEDIUM,flood
30.3,205.0,26.8,0.16,-0.15,9.87,False,MEDIUM,flood
29.9,207.0,26.6,0.12,0.14,9.62,False,MEDIUM,flood
29.8,210.0,26.5,-0.14,-0.13,9.87,False,MEDIUM,flood
30.1,205.0,27.4,0.05,-0.05,9.97,False,MEDIUM,flood
29.9,199.0,25.9,0.33,0.03,9.86,False,MEDIUM,flood
29.8,198.0,27.5,-0.42,-0.04,9.53,False,MEDIUM,flood
29.0,201.0,27.2,0.08,-0.28,9.6,False,MEDIUM,flood
29.0,206.0,26.4,-0.16,0.01,9.53,False,MEDIUM,flood
29.0,210.0,28.6,0.46,0.11,10.22,False,MEDIUM,flood
28.8,213.0,27.7,-0.25,-0.2,9.58,False,MEDIUM,flood
29.0,228.0,27.6,-0.17,0.14,9.94,False,MEDIUM,flood
28.8,228.0,27.4,-0.22,-0.41,9.86,False,MEDIUM,flood
28.3,236.0,28.7,-0.15,0.18,9.73,False,MEDIUM,flood
28.3,237.0,28.5,0.23,0.04,9.9,False,MEDIUM,flood
28.4,243.0,28.4,-0.13,0.01,9.47,False,MEDIUM,flood
28.9,251.0,27.6,0.03,0.1,9.78,False,MEDIUM,flood
28.5,244.0,27.6,0.11,0.01,9.64,False,MEDIUM,flood
28.0,241.0,28.1,-0.19,-0.45,9.77,False,MEDIUM,flood
28.2,237.0,29.1,0.33,-0.39,9.66,False,MEDIUM,flood
28.1,239.0,27.9,-0.13,-0.01,10.05,False,MEDIUM,flood
28.6,238.0,28.1,-0.09,-0.02,9.68,False,MEDIUM,flood
28.5,235.0,28.1,0.12,-0.09,9.54,False,MEDIUM,flood
28.0,241.0,28.0,-0.04,-0.32,9.38,False,MEDIUM,flood
28.1,241.0,29.0,-0.32,-0.06,9.42,False,MEDIUM,flood
27.7,238.0,28.9,0.08,-0.32,9.91,False,MEDIUM,flood
27.4,246.0,29.7,0.27,0.04,9.84,False,MEDIUM,flood
27.3,252.0,28.8,-0.04,0.01,9.53,False,MEDIUM,flood
27.4,246.0,28.0,-0.09,-0.09,9.81,False,MEDIUM,flood
27.6,238.0,30.5,0.11,0.17,9.6,False,MEDIUM,flood
27.5,231.0,28.9,-0.23,0.11,9.86,False,MEDIUM,flood
27.8,229.0,28.6,0.27,-0.33,9.66,False,MEDIUM,flood
28.2,237.0,29.2,-0.24,-0.03,9.48,False,MEDIUM,flood
28.3,231.0,29.2,0.27,-0.2,9.9,False,MEDIUM,flood
28.4,228.0,29.2,-0.49,-0.06,9.47,False,MEDIUM,flood
28.8,220.0,29.7,0.25,0.24,9.51,False,MEDIUM,flood
28.7,214.0,30.0,-0.12,0.14,9.69,False,MEDIUM,flood
28.5,222.0,29.6,0.15,0.02,9.85,False,MEDIUM,flood
28.8,218.0,29.9,0.04,0.01,9.46,False,MEDIUM,flood
28.9,208.0,29.2,-0.3,-0.03,9.97,False,MEDIUM,flood
28.7,219.0,29.6,0.35,0.01,9.78,False,MEDIUM,flood
29.1,226.0,29.3,0.22,0.25,9.48,False,MEDIUM,flood
29.1,233.0,29.8,-0.45,0.47,9.97,False,MEDIUM,flood
29.2,227.0,30.6,-0.27,0.3,9.8,False,MEDIUM,flood
29.4,229.0,30.3,-0.08,0.12,9.73,False,MEDIUM,flood
29.8,225.0,30.6,-0.02,-0.25,9.68,False,MEDIUM,flood
29.8,222.0,30.5,0.21,0.04,9.98,False,MEDIUM,flood
29.6,225.0,30.1,0.14,-0.2,9.85,False,MEDIUM,flood
29.8,226.0,30.2,-0.37,-0.09,10.07,False,MEDIUM,flood
29.7,226.0,30.6,0.09,-0.13,9.76,False,MEDIUM,flood
29.7,233.0,30.8,-0.46,0.16,9.96,False,MEDIUM,flood
29.7,235.0,30.6,0.02,-0.09,10.3,False,MEDIUM,flood
29.8,235.0,30.6,-0.03,0.23,9.76,False,MEDIUM,flood
29.6,241.0,30.3,-0.05,-0.22,9.93,False,MEDIUM,flood
30.5,245.0,30.8,-0.12,0.21,9.79,False,MEDIUM,flood
30.4,249.0,31.1,0.11,0.13,9.93,False,MEDIUM,flood
30.3,249.0,32.0,0.03,-0.37,9.76,False,MEDIUM,flood
29.6,252.0,31.5,0.18,0.23,9.9,False,MEDIUM,flood
29.9,253.0,31.5,-0.06,-0.05,9.42,False,MEDIUM,flood
30.1,261.0,30.9,0.25,-0.05,9.41,False,MEDIUM,flood
29.7,266.0,31.7,0.02,-0.04,9.91,False,MEDIUM,flood
29.6,267.0,32.1,-0.1,0.32,9.93,False,MEDIUM,flood
29.3,265.0,32.2,0.03,0.16,9.6,False,MEDIUM,flood
29.6,262.0,31.7,0.0,-0.25,10.11,False,MEDIUM,flood
29.5,269.0,31.7,-0.37,-0.0,9.67,False,MEDIUM,flood
29.5,269.0,31.8,-0.09,-0.12,9.8,False,MEDIUM,flood
30.0,267.0,32.3,-0.12,-0.07,9.66,False,MEDIUM,flood
30.4,261.0,30.7,0.06,0.21,9.69,False,MEDIUM,flood
30.3,254.0,32.3,-0.12,-0.17,10.08,False,MEDIUM,flood
30.8,251.0,32.7,0.15,0.0,9.84,False,MEDIUM,flood
30.5,250.0,32.4,-0.09,0.09,9.7,False,MEDIUM,flood
30.3,250.0,32.3,-0.01,-0.19,9.56,False,MEDIUM,flood
30.5,245.0,32.0,0.07,0.07,9.59,False,MEDIUM,flood
30.6,245.0,31.7,0.28,-0.19,9.73,False,MEDIUM,flood
30.6,245.0,32.4,0.27,0.07,9.93,False,MEDIUM,flood
30.6,241.0,33.2,-0.06,0.25,9.66,False,MEDIUM,flood
30.1,242.0,33.1,-0.04,-0.21,9.79,False,MEDIUM,flood
29.9,232.0,32.5,0.3,0.31,9.83,False,MEDIUM,flood
29.5,232.0,32.5,0.18,-0.09,9.79,False,MEDIUM,flood
29.5,233.0,32.4,-0.11,-0.26,9.64,False,MEDIUM,flood
29.2,232.0,32.8,-0.1,-0.2,9.62,False,MEDIUM,flood
29.4,226.0,33.8,-0.07,-0.02,10.19,False,MEDIUM,flood
29.3,235.0,33.2,-0.01,-0.28,9.72,False,MEDIUM,flood
29.0,236.0,33.4,0.04,0.01,9.49,False,MEDIUM,flood
28.8,229.0,32.9,0.08,-0.09,9.73,False,MEDIUM,flood
29.0,231.0,33.3,-0.1,0.03,9.79,False,MEDIUM,flood
29.4,234.0,34.0,0.03,0.02,9.67,False,MEDIUM,flood
30.0,235.0,33.9,0.02,0.04,10.3,False,MEDIUM,flood
29.8,240.0,34.2,0.0,0.13,10.11,False,MEDIUM,flood
29.7,246.0,33.2,0.01,-0.29,9.74,False,MEDIUM,flood
29.5,244.0,33.5,0.35,0.27,9.97,False,MEDIUM,flood
29.5,247.0,34.0,0.06,-0.13,9.49,False,MEDIUM,flood
29.3,240.0,34.9,-0.2,0.14,10.13,False,MEDIUM,flood
29.2,242.0,34.1,0.13,0.09,10.01,False,MEDIUM,flood
29.2,243.0,33.9,0.04,0.23,9.82,False,MEDIUM,flood
29.1,235.0,35.1,-0.11,0.04,10.05,False,MEDIUM,flood
28.9,231.0,34.4,0.09,0.27,9.47,False,MEDIUM,flood
29.1,234.0,33.6,0.24,0.32,10.13,False,MEDIUM,flood
28.8,228.0,34.7,-0.0,0.5,9.98,False,MEDIUM,flood
29.0,232.0,34.1,-0.24,-0.39,9.62,False,MEDIUM,flood
29.0,234.0,35.3,0.04,-0.1,9.91,False,MEDIUM,flood
28.9,226.0,35.8,0.13,-0.07,9.85,False,MEDIUM,flood
28.5,231.0,34.9,-0.09,-0.27,9.76,False,MEDIUM,flood
28.1,234.0,35.0,0.11,0.19,9.92,False,MEDIUM,flood
27.8,232.0,34.8,0.01,0.03,9.8,False,MEDIUM,flood
28.0,226.0,33.8,0.13,-0.11,9.65,False,MEDIUM,flood
28.0,225.0,35.1,0.07,-0.07,10.06,False,MEDIUM,flood
28.2,216.0,35.6,0.17,-0.09,9.36,False,MEDIUM,flood
28.2,218.0,34.8,0.12,-0.21,9.54,False,MEDIUM,flood
28.1,213.0,35.1,0.14,-0.2,9.51,False,MEDIUM,flood
28.0,215.0,35.1,0.28,0.25,9.96,False,MEDIUM,flood
28.2,211.0,35.8,0.09,0.21,9.95,False,MEDIUM,flood
27.8,202.0,35.1,0.16,0.08,9.96,False,MEDIUM,flood
28.1,205.0,35.4,0.02,-0.07,9.42,False,MEDIUM,flood
28.0,208.0,35.7,-0.02,0.27,9.57,False,MEDIUM,flood
27.7,214.0,36.3,-0.11,-0.19,9.53,False,MEDIUM,flood
27.8,208.0,35.5,-0.21,-0.02,10.01,False,MEDIUM,flood
27.8,205.0,36.0,-0.14,-0.06,10.3,False,MEDIUM,flood
27.2,203.0,35.9,-0.35,0.27,9.67,False,MEDIUM,flood
26.9,209.0,36.2,-0.04,-0.14,9.78,False,MEDIUM,flood
26.9,216.0,36.8,0.1,0.04,9.77,False,MEDIUM,flood
26.8,219.0,37.0,-0.06,0.18,10.2,False,MEDIUM,flood
26.8,217.0,36.7,0.06,0.22,9.85,False,MEDIUM,flood
26.8,217.0,36.2,-0.14,0.18,10.09,False,MEDIUM,flood
26.5,206.0,35.9,-0.16,-0.27,9.84,False,MEDIUM,flood
26.5,210.0,36.7,-0.05,0.14,10.13,False,MEDIUM,flood
26.6,204.0,36.9,0.16,0.15,9.86,False,MEDIUM,flood
26.8,214.0,37.3,-0.35,-0.03,9.53,False,MEDIUM,flood
26.7,210.0,36.6,-0.09,-0.12,9.65,False,MEDIUM,flood
27.0,212.0,37.1,0.18,-0.27,9.72,False,MEDIUM,flood
27.2,206.0,36.9,-0.16,0.05,9.55,False,MEDIUM,flood
27.2,216.0,37.1,-0.04,0.03,9.91,False,MEDIUM,flood
27.0,215.0,37.3,0.11,0.12,9.63,False,MEDIUM,flood
27.2,207.0,37.4,0.12,-0.03,9.71,False,MEDIUM,flood
26.7,206.0,37.7,0.04,0.37,9.55,False,MEDIUM,flood
26.6,206.0,37.6,0.48,-0.33,9.7,False,MEDIUM,flood
26.6,204.0,35.9,-0.08,-0.19,9.5,False,MEDIUM,flood
26.5,207.0,36.7,0.02,-0.24,9.63,False,MEDIUM,flood
27.0,204.0,37.7,0.13,-0.27,9.63,False,MEDIUM,flood
26.6,207.0,37.7,0.11,-0.1,9.81,False,MEDIUM,flood
26.2,211.0,37.7,-0.06,-0.01,9.93,False,MEDIUM,flood
26.5,210.0,38.1,-0.17,-0.02,10.22,False,MEDIUM,flood
26.5,205.0,38.7,-0.03,-0.25,9.67,False,MEDIUM,flood
26.3,200.0,38.1,0.05,-0.09,9.98,False,MEDIUM,flood
26.7,204.0,37.9,-0.02,0.04,10.15,False,MEDIUM,flood
26.7,195.0,38.9,0.18,0.2,9.62,False,MEDIUM,flood
27.3,197.0,37.9,0.23,0.03,10.09,False,MEDIUM,flood
27.2,202.0,38.7,-0.12,0.09,9.99,False,MEDIUM,flood
27.6,204.0,37.6,-0.32,0.02,9.69,False,MEDIUM,flood
27.3,204.0,39.7,-0.35,-0.06,9.4,False,MEDIUM,flood
27.4,204.0,39.2,-0.19,-0.27,9.81,False,MEDIUM,flood
27.5,211.0,40.0,0.3,0.12,10.05,False,MEDIUM,flood
27.4,209.0,39.5,-0.12,-0.01,9.89,False,MEDIUM,flood
28.1,213.0,39.1,-0.44,-0.29,9.83,False,MEDIUM,flood
28.5,212.0,38.8,0.22,-0.04,9.7,False,MEDIUM,flood
28.7,220.0,39.1,-0.11,-0.29,9.88,False,MEDIUM,flood
28.4,222.0,39.4,0.12,-0.16,9.32,False,MEDIUM,flood
28.3,225.0,39.5,-0.02,0.04,9.98,False,MEDIUM,flood
28.6,228.0,38.3,-0.15,0.24,9.46,False,MEDIUM,flood
28.8,225.0,39.0,0.18,0.31,9.85,False,MEDIUM,flood
28.5,232.0,38.6,0.11,0.05,9.74,False,MEDIUM,flood
28.7,225.0,39.4,-0.26,-0.15,9.45,False,MEDIUM,flood
28.6,218.0,40.2,-0.04,0.01,9.45,False,MEDIUM,flood
28.1,225.0,39.8,-0.09,-0.09,9.98,False,MEDIUM,flood
27.9,219.0,40.6,0.02,-0.08,9.38,False,MEDIUM,flood
28.2,221.0,39.9,-0.26,-0.15,9.3,False,MEDIUM,flood
28.5,221.0,39.8,-0.15,0.33,9.65,False,MEDIUM,flood
28.3,229.0,40.8,0.31,-0.11,9.78,False,MEDIUM,flood
27.9,228.0,39.2,0.05,-0.09,9.93,False,MEDIUM,flood
27.5,238.0,40.4,0.06,0.02,9.83,False,MEDIUM,flood
27.3,245.0,40.6,-0.17,0.17,9.94,False,MEDIUM,flood
27.0,249.0,39.8,0.28,-0.38,9.89,False,MEDIUM,flood
27.1,247.0,40.2,0.27,-0.38,9.87,False,MEDIUM,flood
27.1,247.0,39.3,-0.23,-0.21,10.18,False,MEDIUM,flood
27.2,251.0,41.1,-0.07,-0.1,9.63,False,MEDIUM,flood
28.2,244.0,39.5,0.06,0.21,9.4,False,MEDIUM,flood
27.7,241.0,40.5,0.13,-0.03,9.88,False,MEDIUM,flood
27.6,245.0,39.9,0.01,0.04,9.9,False,MEDIUM,flood
27.5,252.0,41.2,0.14,-0.28,9.73,False,MEDIUM,flood
27.4,251.0,40.8,0.2,0.26,9.45,False,MEDIUM,flood
27.4,256.0,41.2,0.08,-0.25,9.61,False,MEDIUM,flood
27.8,258.0,41.1,-0.24,-0.02,9.5,False,MEDIUM,flood
27.2,259.0,41.1,0.19,-0.16,9.62,False,MEDIUM,flood
27.1,267.0,41.2,0.2,-0.11,9.92,False,MEDIUM,flood
26.5,276.0,41.0,0.06,0.02,9.39,False,MEDIUM,flood
26.8,274.0,41.2,0.15,0.08,9.54,False,MEDIUM,flood
26.6,272.0,40.7,-0.13,-0.14,9.89,False,MEDIUM,flood
26.5,278.0,42.0,0.47,0.1,9.36,False,MEDIUM,flood
26.3,279.0,41.8,0.03,0.25,10.09,False,MEDIUM,flood
26.1,281.0,41.7,-0.18,-0.07,10.13,False,MEDIUM,flood
26.3,279.0,41.7,0.05,0.22,9.84,False,MEDIUM,flood
25.9,285.0,42.1,-0.07,0.5,9.68,False,MEDIUM,flood
25.6,282.0,42.3,-0.1,-0.07,10.04,False,MEDIUM,flood
26.2,278.0,42.2,-0.13,0.09,9.84,False,MEDIUM,flood
26.5,270.0,41.6,0.08,-0.35,9.83,False,MEDIUM,flood
26.1,268.0,41.7,0.08,-0.19,9.74,False,MEDIUM,flood
26.2,266.0,42.6,0.34,0.05,9.94,False,MEDIUM,flood
26.2,276.0,43.1,0.12,-0.21,10.15,False,MEDIUM,flood
26.3,277.0,42.7,0.16,-0.24,9.83,False,MEDIUM,flood
26.2,277.0,43.3,-0.29,-0.22,9.63,False,MEDIUM,flood
26.4,279.0,42.5,0.08,-0.1,9.83,False,MEDIUM,flood
26.6,279.0,42.4,-0.0,-0.35,9.58,False,MEDIUM,flood
26.5,277.0,43.5,0.06,-0.16,10.03,False,MEDIUM,flood
26.6,273.0,42.7,-0.03,0.31,9.82,False,MEDIUM,flood
26.4,276.0,42.9,-0.05,0.03,9.98,False,MEDIUM,flood
26.5,270.0,42.4,0.19,-0.09,9.47,False,MEDIUM,flood
26.8,265.0,42.6,0.43,0.12,9.54,False,MEDIUM,flood
26.6,261.0,42.9,0.39,0.28,9.53,False,MEDIUM,flood
26.5,267.0,43.3,0.31,-0.29,10.2,False,MEDIUM,flood
26.3,270.0,43.2,0.3,-0.03,9.76,False,MEDIUM,flood
26.6,275.0,42.9,0.1,-0.16,10.1,False,MEDIUM,flood
26.1,273.0,43.4,0.32,0.01,9.3,False,MEDIUM,flood
25.9,273.0,43.6,0.16,0.05,9.86,False,MEDIUM,flood
25.5,280.0,43.8,-0.26,0.19,9.72,False,MEDIUM,flood
25.6,293.0,44.1,-0.07,0.46,9.85,False,MEDIUM,flood
25.2,300.0,44.0,0.02,-0.09,9.82,False,MEDIUM,flood
25.2,297.0,44.0,-0.29,0.06,9.38,False,MEDIUM,flood
24.9,297.0,44.1,0.11,-0.01,9.8,False,MEDIUM,flood
24.8,297.0,44.3,-0.3,-0.04,10.13,False,MEDIUM,flood
24.8,303.0,44.9,0.34,0.24,10.0,False,MEDIUM,flood
24.3,304.0,44.5,0.05,0.09,9.91,False,MEDIUM,flood
24.0,304.0,44.4,0.15,-0.16,9.76,False,MEDIUM,flood
24.3,306.0,43.7,-0.12,0.23,9.81,False,MEDIUM,flood
24.4,298.0,45.0,0.37,0.44,9.83,False,MEDIUM,flood
24.6,307.0,44.7,-0.14,0.08,9.93,False,MEDIUM,flood
24.6,307.0,44.5,0.08,0.23,9.74,False,MEDIUM,flood
24.6,313.0,44.8,0.08,0.0,9.54,False,MEDIUM,flood
24.0,310.0,45.0,-0.02,-0.2,9.86,False,MEDIUM,flood
24.1,305.0,44.7,0.13,-0.0,9.74,False,MEDIUM,flood
27.3,198.0,5.3,0.1,-0.27,9.65,False,LOW,overheat
28.1,200.0,5.1,0.28,-0.49,9.42,False,LOW,overheat
28.3,203.0,5.2,-0.13,-0.29,10.0,False,LOW,overheat
29.7,200.0,5.4,0.06,0.05,9.76,False,LOW,overheat
27.7,194.0,5.6,-0.46,-0.12,9.96,False,LOW,overheat
29.4,191.0,5.8,-0.01,-0.12,9.9,False,LOW,overheat
26.7,198.0,5.9,0.08,-0.26,9.77,False,LOW,overheat
29.1,186.0,5.4,-0.01,0.34,10.01,False,LOW,overheat
29.6,193.0,5.6,-0.17,-0.19,9.3,False,LOW,overheat
28.4,194.0,5.4,-0.06,-0.16,9.96,False,LOW,overheat
27.0,195.0,5.7,-0.03,-0.06,9.62,False,LOW,overheat
28.9,190.0,5.7,0.41,-0.03,9.52,False,LOW,overheat
28.3,181.0,5.3,0.45,-0.02,10.23,False,LOW,overheat
28.0,173.0,5.2,0.48,0.44,9.65,False,LOW,overheat
26.7,179.0,5.2,-0.1,-0.2,9.61,False,LOW,overheat
27.6,175.0,5.4,-0.2,-0.25,10.1,False,LOW,overheat
29.3,182.0,5.4,0.03,0.12,10.11,False,LOW,overheat
28.8,175.0,5.5,0.01,-0.2,9.65,False,LOW,overheat
29.8,174.0,5.6,0.23,-0.2,9.63,False,LOW,overheat
26.5,171.0,5.7,-0.13,-0.08,9.34,False,LOW,overheat
32.1,167.0,5.9,0.13,-0.17,9.84,False,LOW,overheat
29.3,165.0,5.7,-0.01,-0.04,9.62,False,LOW,overheat
29.8,164.0,5.8,0.32,0.22,9.37,False,LOW,overheat
28.5,166.0,5.9,0.09,0.11,9.75,False,LOW,overheat
29.3,149.0,6.0,0.17,0.08,9.79,False,LOW,overheat
29.0,152.0,5.9,0.11,-0.25,9.55,False,LOW,overheat
30.4,155.0,5.9,-0.35,-0.32,10.02,False,LOW,overheat
29.8,158.0,5.6,0.15,-0.14,9.81,False,LOW,overheat
28.8,148.0,5.4,-0.05,0.05,9.8,False,LOW,overheat
30.1,152.0,5.3,-0.02,0.22,9.94,False,LOW,overheat
30.4,157.0,5.4,0.07,-0.07,9.76,False,LOW,overheat
28.7,158.0,5.4,-0.21,0.35,9.84,False,LOW,overheat
31.0,153.0,5.3,-0.13,0.23,9.92,False,LOW,overheat
31.2,154.0,5.6,-0.21,-0.03,9.46,False,LOW,overheat
29.4,162.0,5.6,-0.19,-0.08,9.9,False,LOW,overheat
30.8,173.0,5.8,0.2,0.33,9.57,False,LOW,overheat
29.6,179.0,5.8,0.28,-0.03,9.97,False,LOW,overheat
30.3,178.0,5.6,0.04,0.04,9.88,False,LOW,overheat
30.2,172.0,5.4,0.22,0.04,10.14,False,LOW,overheat
31.6,179.0,5.7,-0.23,-0.25,9.77,False,LOW,overheat
29.2,175.0,5.8,-0.03,-0.07,9.71,False,LOW,overheat
29.8,174.0,6.0,-0.19,-0.15,9.46,False,LOW,overheat
30.0,172.0,6.0,-0.02,-0.08,9.49,False,LOW,overheat
29.3,168.0,6.0,0.06,-0.24,9.69,False,LOW,overheat
31.2,161.0,6.0,0.2,-0.26,9.75,False,LOW,overheat
31.0,156.0,5.9,-0.06,0.05,9.66,False,LOW,overheat
30.1,157.0,5.7,0.25,0.19,9.3,False,LOW,overheat
29.0,155.0,5.6,0.05,0.05,10.3,False,LOW,overheat
30.2,153.0,5.5,-0.17,-0.12,9.95,False,LOW,overheat
31.6,158.0,5.3,0.07,0.15,9.73,False,LOW,overheat
30.8,155.0,5.4,0.11,0.09,9.84,False,LOW,overheat
31.3,151.0,5.3,0.06,0.09,10.21,False,LOW,overheat
